country_code,welfare_type,survey_acronym,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,gini,reporting_pop,reporting_pce,distribution_type,spl,survey_year,survey_coverage,reporting_level
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.00137652962,0.000823462141,0.000605246656,0.282960949808,10071370,6338.33663147708,micro,10.22053997452,2006,national,national
HUN,consumption,HBS,3,1998 - 2007,2.15,0.0,0.0,0.0,0.31155091375,10055780,6414.29044965394,micro,8.753004611287,2007,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.001499403099,0.000396488417,0.00024148119,0.278818621484,10055780,6414.29044965394,micro,10.028246491214,2007,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.000212650511,6.1895111e-05,2.9480125e-05,0.275140267236,10038188,6343.49600554635,micro,10.319531735137,2008,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.000647928151,0.00028217892,0.000188990114,0.269592925792,10022650,5926.21965318524,micro,10.000804491139,2009,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.000717931565,0.000140917804,6.3127069e-05,0.294441314655,10000023,5865.88360243279,micro,10.085339584803,2010,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.000915637299,0.000337854699,0.000217849932,0.29157948892,9971727,5932.91026317797,micro,10.268904678032,2011,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.003257590315,0.001885932387,0.001295074602,0.30802649752,9920362,5830.09325172025,micro,9.664902445578,2012,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.001802988056,0.000343330371,0.00010634417,0.315041022102,9893082,5837.88436396047,micro,9.830916972799,2013,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.006576743881,0.004272609258,0.003269664391,0.309134798908,9866468,5994.8316743252,micro,10.374091531429,2014,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.006261548299,0.003231594319,0.002170189839,0.304072935869,9843028,6236.60686767895,micro,10.848067796312,2015,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.013487225824,0.007562765232,0.005172917297,0.303244427732,9814023,6549.96204580945,micro,11.282460301763,2016,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.006092673411,0.003572389946,0.002610494689,0.305826918042,9787966,6896.2468824084,micro,11.93972239528,2017,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.002075303543,0.001280294346,0.00095812159,0.296114513619,9775564,7257.69224648698,micro,12.654775170136,2018,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.003017024617,0.001295234053,0.000684183106,0.299504727878,9771141,7623.80633689381,micro,13.532051693744,2019,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.003514764117,0.002368755524,0.001806469503,0.297117732282,9750149,7551.8729744512,micro,14.415492791957,2020,national,national
HUN,income,EU-SILC,4,2004 - 2021,2.15,0.004015956135,0.002206720871,0.001744236908,0.291720513257,9709891,7930.44764671961,micro,15.544873477539,2021,national,national
IDN,consumption,SUSENAS,0,1984 - 1990,2.15,0.743020781262,0.296147131989,0.147262641858,0.323024165058,162331962,727.940383472771,group,2.15,1984,national,national
IDN,consumption,SUSENAS,0,1984 - 1990,2.15,0.745665268379,0.280705036992,0.131326785843,0.304120914526,172421390,731.417704425814,group,2.15,1987,national,national
IDN,consumption,SUSENAS,0,1984 - 1990,2.15,0.617741660608,0.195643144888,0.080646019531,0.310692714975,182159874,823.146468943704,group,2.15,1990,national,national
IDN,consumption,SUSENAS,1,1993 - 1999,2.15,0.611875968112,0.191660264273,0.078484305729,0.317550024615,191737287,913.782406846287,micro,2.15,1993,national,national
IDN,consumption,SUSENAS,1,1993 - 1999,2.15,0.493457724754,0.13840591535,0.052771715009,0.342138201176,201373791,1158.89271583671,micro,2.234242038032,1996,national,national
IDN,consumption,SUSENAS,1,1993 - 1999,2.15,0.683140684068,0.234475416361,0.10320995442,0.308539195164,207855486,1135.88784706522,micro,2.15,1998,national,national
IDN,consumption,SUSENAS,1,1993 - 1999,2.15,0.439874790333,0.109002481707,0.038270783861,0.30788496869,210996910,1170.82115691802,micro,2.300594472631,1999,national,national
IDN,consumption,SUSENAS,2,2000 - 2001,2.15,0.438360486604,0.109310294843,0.038562282974,0.303062771995,214072421,1172.26870980351,micro,2.30511428247,2000,national,national
IDN,consumption,SUSENAS,2,2000 - 2001,2.15,0.403365677915,0.096755924061,0.033197820471,0.311659140352,217112437,1196.2416952184,micro,2.352827122643,2001,national,national
IDN,consumption,SUSENAS,3,2002 - 2004,2.15,0.234527199826,0.042962522886,0.011838384863,0.301637649663,220115092,1225.18315116591,micro,2.602923220021,2002,national,national
IDN,consumption,SUSENAS,3,2002 - 2004,2.15,0.22823112691,0.044081952447,0.013002337827,0.293231878353,223080121,1255.95999440731,micro,2.629023983956,2003,national,national
IDN,consumption,SUSENAS,3,2002 - 2004,2.15,0.242437769157,0.05033099704,0.015002165735,0.304165061885,225938595,1301.66651667049,micro,2.627030194864,2004,national,national
IDN,consumption,SUSENAS,4,2005 - 2010,2.15,0.201302276115,0.039717276539,0.011928636384,0.29903620999,228805144,1336.17372655899,micro,2.713340811105,2005,national,national
IDN,consumption,SUSENAS,4,2005 - 2010,2.15,0.261574497765,0.058250313528,0.019667101739,0.315241207888,231797427,1360.7783517163,micro,2.613192782448,2006,national,national
IDN,consumption,SUSENAS,4,2005 - 2010,2.15,0.215512076109,0.044052282665,0.013432349369,0.332317166485,234858289,1410.28632089725,micro,2.723564720239,2007,national,national
IDN,consumption,SUSENAS,4,2005 - 2010,2.15,0.191948482,0.037061695578,0.010790027518,0.32632912027,237936543,1466.32243905376,micro,2.789290865728,2008,national,national
IDN,consumption,SUSENAS,4,2005 - 2010,2.15,0.188452534178,0.037485350833,0.011222686252,0.33432707629,240981299,1518.14330535895,micro,2.781435167008,2009,national,national
IDN,consumption,SUSENAS,4,2005 - 2010,2.15,0.16455803761,0.03030036312,0.008657856838,0.34586310727,244016173,1570.32302275599,micro,2.919333918842,2010,national,national
IDN,consumption,SUSENAS,5,2011 - 2014,2.15,0.141026248762,0.025527730237,0.007262137256,0.379259149639,247099697,1629.19426510253,micro,3.012937727152,2011,national,national
IDN,consumption,SUSENAS,5,2011 - 2014,2.15,0.105772215992,0.017364061728,0.004572059366,0.371488806195,250222695,1697.60695909331,micro,3.121318261794,2012,national,national
IDN,consumption,SUSENAS,5,2011 - 2014,2.15,0.108085270715,0.018070599951,0.004855230288,0.38926852403,253275918,1769.0147027568,micro,3.129815268626,2013,national,national
IDN,consumption,SUSENAS,5,2011 - 2014,2.15,0.096826863465,0.016334779376,0.004388249123,0.38779971142,256229761,1841.01366793383,micro,3.197803998696,2014,national,national
IDN,consumption,SUSENAS,6,2015 - 2023,2.15,0.084514458621,0.014641178509,0.004104969077,0.382075335005,259091970,1908.82376921106,micro,3.311789154064,2015,national,national
IDN,consumption,SUSENAS,6,2015 - 2023,2.15,0.066683492063,0.011293781566,0.003197201133,0.368856989104,261850182,1983.99407706898,micro,3.506012854415,2016,national,national
IDN,consumption,SUSENAS,6,2015 - 2023,2.15,0.043021477572,0.006998253632,0.001843115685,0.363678897651,264498852,2061.97215021078,micro,3.789991296169,2017,national,national
IDN,consumption,SUSENAS,6,2015 - 2023,2.15,0.044100747212,0.007339862929,0.00196716027,0.363386441481,267066843,2147.04795858313,micro,3.813138534312,2018,national,national
IDN,consumption,SUSENAS,6,2015 - 2023,2.15,0.033554103088,0.005164498569,0.001345084825,0.353598614129,269582878,2236.77797478083,micro,3.877021718582,2019,national,national
IDN,consumption,SUSENAS,6,2015 - 2023,2.15,0.028259248386,0.004063737705,0.0009898542,0.353356150848,271857970,2158.92342772188,micro,3.940534273099,2020,national,national
IDN,consumption,SUSENAS,6,2015 - 2023,2.15,0.028577143971,0.004186251815,0.001034455136,0.355047632125,273753191,2186.99373358669,micro,3.95578198151,2021,national,national
IDN,consumption,SUSENAS,6,2015 - 2023,2.15,0.021782908219,0.003252631845,0.00081696987,0.355120301866,275501339,2280.50884784291,micro,3.993202465346,2022,national,national
IDN,consumption,SUSENAS,6,2015 - 2023,2.15,0.018155379753,0.002590499237,0.000610864912,0.360570304909,277534122,,micro,4.041587805372,2023,national,national
IND,consumption,NSS,0,1977 - 1977,2.15,0.635425823525,0.219799822829,0.099123876695,0.332136302047,658976694,290.00796733594,synthetic,2.15,1977,national,national
IND,consumption,NSS,0,1977 - 1977,2.15,0.68604,0.242577694301,0.111113880709,0.309610257624,522017951,290.00796733594,group,2.15,1977,national,rural
IND,consumption,NSS,0,1977 - 1977,2.15,0.44251,0.132982015266,0.05342400248,0.35741540321,136958743,290.00796733594,group,2.15,1977,national,urban
IND,consumption,NSS,1,1983 - 1983,2.15,0.566780055588,0.179720257304,0.075977249626,0.320084868856,745826546,325.728540495632,synthetic,2.15,1983,national,national
IND,consumption,NSS,1,1983 - 1983,2.15,0.62094,0.202291814214,0.087359906528,0.300593392395,578328104,325.728540495632,group,2.15,1983,national,rural
IND,consumption,NSS,1,1983 - 1983,2.15,0.37978,0.101786602781,0.036675926547,0.333268742554,167498442,325.728540495632,group,2.15,1983,national,urban
IND,consumption,NSS-SCH1,2,1987 - 1987,2.15,0.509294763454,0.145321910612,0.055536545129,0.324584742484,824722903,343.93983386693,synthetic,2.212586692338,1987,national,national
IND,consumption,NSS-SCH1,2,1987 - 1987,2.15,0.5533,0.160148097197,0.062031088584,0.301170317308,630719982,343.93983386693,group,2.212586692338,1987,national,rural
IND,consumption,NSS-SCH1,2,1987 - 1987,2.15,0.36623,0.097120718136,0.034422232468,0.355693044523,194002921,343.93983386693,group,2.212586692338,1987,national,urban
IND,consumption,NSS-SCH1,3,1993 - 2011,2.15,0.479583668229,0.128641105956,0.047844924319,0.315551284892,935806627,384.799463720855,micro,2.251239351405,1993,national,national
IND,consumption,NSS-SCH1,3,1993 - 2011,2.15,0.534918302971,0.146050581614,0.054772318756,0.285845931963,703862652,384.799463720855,micro,2.251239351405,1993,national,rural
IND,consumption,NSS-SCH1,3,1993 - 2011,2.15,0.311663881629,0.075809900854,0.026822889908,0.343819348113,231943975,384.799463720855,micro,2.251239351405,1993,national,urban
IND,consumption,NSS-SCH1,3,1993 - 2011,2.15,0.40580712725,0.099738264241,0.034513258393,0.340088982777,1145451648,548.08750690628,micro,2.353692869566,2004,national,national
IND,consumption,NSS-SCH1,3,1993 - 2011,2.15,0.453169336977,0.111804344674,0.038723568407,0.304527378677,855468445,548.08750690628,micro,2.353692869566,2004,national,rural
IND,consumption,NSS-SCH1,3,1993 - 2011,2.15,0.26608566897,0.06414257807,0.022092582533,0.376346351782,289983202,548.08750690628,micro,2.353692869566,2004,national,urban
IND,consumption,NSS-SCH1,3,1993 - 2011,2.15,0.334565417902,0.076285616939,0.025400988115,0.348890148506,1232126890,675.05228001403,micro,2.466171911832,2009,national,national
IND,consumption,NSS-SCH1,3,1993 - 2011,2.15,0.379606247566,0.087164244775,0.029085791292,0.299501953767,898867417,675.05228001403,micro,2.466171911832,2009,national,rural
IND,consumption,NSS-SCH1,3,1993 - 2011,2.15,0.213081296667,0.046943783036,0.015462337358,0.393479632728,333259473,675.05228001403,micro,2.466171911832,2009,national,urban
IND,consumption,NSS-SCH1,3,1993 - 2011,2.15,0.228593821828,0.047048892122,0.01436141424,0.353990603319,1266054203,748.791499122482,micro,2.678010574178,2011,national,national
IND,consumption,NSS-SCH1,3,1993 - 2011,2.15,0.263158248922,0.054257381497,0.016644991292,0.311275177268,904318087,748.791499122482,micro,2.678010574178,2011,national,rural
IND,consumption,NSS-SCH1,3,1993 - 2011,2.15,0.142184875625,0.029028111136,0.008652611773,0.39014410271,361736116,748.791499122482,micro,2.678010574178,2011,national,urban
IND,consumption,CPHS,4,2015 - 2016,2.15,0.187514432212,0.037525646871,0.011809291175,0.346882905566,1326808963,923.684084711427,imputed,2.742427483722,2015,national,national
IND,consumption,CPHS,4,2015 - 2016,2.15,0.2200114909,0.044234102792,0.013785261458,0.312638039615,894697984,923.684084711427,imputed,2.742427483722,2015,national,rural
IND,consumption,CPHS,4,2015 - 2016,2.15,0.120228354603,0.023635599467,0.00771798891,0.37879858469,432110979,923.684084711427,imputed,2.742427483722,2015,national,urban
IND,consumption,CPHS,4,2015 - 2016,2.15,0.181235054688,0.036474728989,0.011596725934,0.347467640791,1342526175,986.569059245422,imputed,2.763381552101,2016,national,national
IND,consumption,CPHS,4,2015 - 2016,2.15,0.200926387708,0.040324349676,0.012911101507,0.31011529541,900897764,986.569059245422,imputed,2.763381552101,2016,national,rural
IND,consumption,CPHS,4,2015 - 2016,2.15,0.141065814108,0.028621713688,0.008915471773,0.382925672574,441628411,986.569059245422,imputed,2.763381552101,2016,national,urban
IND,consumption,CPHS,5,2017 - 2018,2.15,0.133794719111,0.025147416485,0.007827814478,0.359005099298,1357897586,1040.38851228862,imputed,2.878424225793,2017,national,national
IND,consumption,CPHS,5,2017 - 2018,2.15,0.145954559614,0.026273199003,0.008091578302,0.312731738626,906755047,1040.38851228862,imputed,2.878424225793,2017,national,rural
IND,consumption,CPHS,5,2017 - 2018,2.15,0.109354557058,0.022884697071,0.007297673427,0.395788815874,451142538,1040.38851228862,imputed,2.878424225793,2017,national,urban
IND,consumption,CPHS,5,2017 - 2018,2.15,0.110962764149,0.021585705203,0.00685384589,0.345506277133,1372530492,1099.8075851881124,imputed,3.047845986841,2018,national,national
IND,consumption,CPHS,5,2017 - 2018,2.15,0.11679734183,0.020735124754,0.006114336617,0.310532867827,912048692,1099.8075851881124,imputed,3.047845986841,2018,national,rural
IND,consumption,CPHS,5,2017 - 2018,2.15,0.099406565943,0.023270398905,0.008318547569,0.362158141017,460481799,1099.8075851881124,imputed,3.047845986841,2018,national,urban
IND,consumption,CPHS,6,2019 - 2021,2.15,0.132044938236,0.02792959239,0.009012573285,0.338127655757,1386430819,1149.6868161945426,imputed,3.149315203837,2019,national,national
IND,consumption,CPHS,6,2019 - 2021,2.15,0.142150441916,0.028920868446,0.008975486027,0.310549860621,916788803,1149.6868161945426,imputed,3.149315203837,2019,national,rural
IND,consumption,CPHS,6,2019 - 2021,2.15,0.112317971047,0.025994521081,0.009084971371,0.362834596691,469642015,1149.6868161945426,imputed,3.149315203837,2019,national,urban
IND,consumption,CPHS,6,2019 - 2021,2.15,0.154546433595,0.034366619012,0.011509104383,0.33778515086,1399181305,1107.72669524911,imputed,3.0177864575,2020,national,national
IND,consumption,CPHS,6,2019 - 2021,2.15,0.167497933203,0.036290671895,0.01190905198,0.312429300558,920722882,1107.72669524911,imputed,3.0177864575,2020,national,rural
IND,consumption,CPHS,6,2019 - 2021,2.15,0.129623176981,0.030664062151,0.010739464042,0.362359241122,478458423,1107.72669524911,imputed,3.0177864575,2020,national,urban
IND,consumption,CPHS,6,2019 - 2021,2.15,0.129173130395,0.026840074915,0.00848036362,0.327797798934,1409966174,1174.5490132619022,imputed,3.120919130317,2021,national,national
IND,consumption,CPHS,6,2019 - 2021,2.15,0.140861396082,0.029002820414,0.009161200539,0.296047270901,923318116,1174.5490132619025,imputed,3.120919130317,2021,national,rural
IND,consumption,CPHS,6,2019 - 2021,2.15,0.106996965796,0.022736694529,0.007188610677,0.355176483247,486648058,1174.5490132619025,imputed,3.120919130317,2021,national,urban
IRL,income,SIDPUSS-LIS,0,1987,2.15,0.00689184037,0.003123655693,0.001725140928,0.354662027459,3540057,9935.94762163334,micro,9.181287081031,1987,national,national
IRL,income,LIS-ECHP-LIS,1,1994 - 2000,2.15,0.001634337665,0.001325918454,0.001075701664,0.369142045773,3590386,12438.6691509639,micro,12.130963146577,1994,national,national
IRL,income,LIS-ECHP-LIS,1,1994 - 2000,2.15,0.001760975226,0.001420328944,0.001145577905,0.370450923186,3608841,12801.592487623,micro,12.27012067588,1995,national,national
IRL,income,LIS-ECHP-LIS,1,1994 - 2000,2.15,0.002240180846,0.000902871428,0.000363888843,0.356221354396,3637510,13573.0439771714,micro,13.278314203973,1996,national,national
IRL,income,LIS-ECHP-LIS,1,1994 - 2000,2.15,0.001782721973,0.000301406195,5.0958981e-05,0.330052052193,3805174,18090.6344865962,micro,17.097984283031,2000,national,national
IRL,income,SILC-LIS,2,2002,2.15,0.002350518347,0.000577443916,0.000141858699,0.32290256355,3931947,19002.8966827776,micro,18.916028841974,2002,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.001276327125,0.000671220939,0.000464387907,0.328874387509,3996521,19217.8071933642,micro,19.236577346678,2003,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.000521059392,0.000258865697,0.000189395402,0.336095471839,4070262,19589.9704249602,micro,19.714428955982,2004,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.000217056876,0.0001462414,0.000110938356,0.337539556703,4159914,20514.0300274301,micro,20.172196790456,2005,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.003984308004,0.001011519117,0.000530103731,0.327275997394,4273591,21243.7864917865,micro,21.999059826372,2006,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.000984962727,0.000503170647,0.000365299858,0.319465921873,4398942,22015.9507617354,micro,21.714685685224,2007,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.00180506709,0.001145239948,0.000838137129,0.30905669403,4489544,21612.877609057,micro,20.705177096699,2008,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.004906021567,0.003279602462,0.00273179469,0.326803635753,4535375,20255.4574128895,micro,20.254787331651,2009,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.005427571358,0.003182354674,0.002406020422,0.322950230801,4560155,20206.2522069095,micro,19.702090815333,2010,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.00544944668,0.003333267193,0.002666057623,0.328724066508,4580084,19847.0337888334,micro,18.987765556384,2011,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.003350123655,0.001344171064,0.000911351033,0.332200776924,4599533,19630.7542887996,micro,18.977896045098,2012,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.006822285012,0.004618694705,0.003654887448,0.334859801493,4623816,19591.6397053467,micro,19.00926860671,2013,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.003889537933,0.002892130018,0.002352322716,0.318746258041,4657740,19974.6124469518,micro,19.906543125798,2014,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.003676275641,0.002485007016,0.002022800903,0.31820488301,4701957,20458.7310164384,micro,20.764369489532,2015,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.001347261208,0.000854970147,0.000683833945,0.328071821421,4755335,21203.5977274015,micro,21.258868241204,2016,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.002431961155,0.001819934062,0.001487644338,0.313588223861,4807388,21516.4238002416,micro,23.042442845533,2017,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,3.9213858e-05,2.8968506e-05,2.1399943e-05,0.306029268465,4867316,22060.6130262588,micro,23.513781041475,2018,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.000580115574,0.000309915309,0.000176232002,0.308315017547,4934340,22297.8108622202,micro,24.356126336416,2019,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.00144305587,0.00094599856,0.000748087992,0.292281971213,4985382,19687.663156539,micro,25.753179996206,2020,national,national
IRL,income,EU-SILC,3,2003 - 2021,2.15,0.000635454977,0.000342166925,0.000243322154,0.301192759823,5033164,21149.5944234192,micro,26.216351828331,2021,national,national
IRN,consumption,SECH,0,1986 - 1998,2.15,0.09244,0.018652694663,0.005022355697,0.474196314199,48913237,1672.6765321664502,group,4.373715912846,1986,national,national
IRN,consumption,SECH,0,1986 - 1998,2.15,0.08808,0.017408606499,0.004610439946,0.43604776059,55793629,1581.1187880538098,group,4.246132738962,1990,national,national
IRN,consumption,SECH,0,1986 - 1998,2.15,0.04224,0.004416529518,0.00061700933,0.429983682778,59985749,1724.4832073924397,group,4.721325837874,1994,national,national
IRN,consumption,SECH,0,1986 - 1998,2.15,0.04286,0.004750448636,0.000702928372,0.440956428022,63461421,1751.5402704912606,group,4.943216521267,1998,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.010210204658,0.001908300735,0.000601734817,0.43558641168,70434022,2424.990503322395,micro,6.985418313918,2005,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.008490967321,0.001647188925,0.000517326993,0.447520372215,71515801,2565.703243506215,micro,6.985053185025,2006,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.014918264068,0.004244826404,0.001837527953,0.420500246384,74564454,2760.3493712104614,micro,7.169375572077,2009,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.005041659188,0.00126374004,0.000494970396,0.346619953453,76568711,2913.0694013967995,micro,6.693865437957,2011,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.002540056,0.000425293816,0.000141509729,0.344255374513,77585380,2860.807178539573,micro,6.737719656306,2012,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.002881031687,0.000503291949,0.00014532208,0.339695196646,78804559,2786.8345303363494,micro,6.511320534525,2013,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.006163682677,0.001066750753,0.000366940643,0.348140331105,80382380,2745.040002179484,micro,6.328043770307,2014,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.004007410114,0.000601285008,0.000163969368,0.352640485642,82139380,2681.950561100915,micro,6.378237753617,2015,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.004450634248,0.000648139221,0.000188486526,0.359123066072,83581965,2716.412735828544,micro,6.383113989052,2016,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.00329453459,0.000527922734,0.0001568149,0.36693677284,84760947,2732.9791141569035,micro,6.654515772738,2017,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.00671210256,0.001026877923,0.000315642229,0.374199054552,85835289,2667.93600686741,micro,6.383001511702,2018,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.007263366738,0.001412217148,0.000521312514,0.364822576154,86731179,2529.8390090754247,micro,5.982129117877,2019,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.00811442923,0.001725773906,0.000628001735,0.358429498924,87435837,2490.3370756935474,micro,5.890841414493,2020,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.006523793611,0.001549830643,0.000596172404,0.354687290219,88067673,2550.021773881303,micro,6.322110116945,2021,national,national
IRN,consumption,HEIS,1,2005 - 2022,2.15,0.004684471343,0.001054130162,0.000352839862,0.348034390425,88693675,2725.655574180924,micro,6.606249765442,2022,national,national
IRQ,consumption,IHSES,0,2006 - 2012,2.15,0.000351821391,2.3255362e-05,2.623095e-06,0.28600612389,28697595,,micro,5.70266423126,2006,national,national
IRQ,consumption,IHSES,0,2006 - 2012,2.15,0.000887524669,8.5122101e-05,1.7984726e-05,0.295418569566,33864447,,micro,5.957161450674,2012,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.0,0.0,0.0,0.26836036971,289521,24656.6213854559,micro,22.01846025526,2003,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.00170065497,0.000991958097,0.000661105848,0.27981846582,292074,26188.3157621224,micro,21.929987657265,2004,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.000370196596,0.000123449152,4.1166486e-05,0.290024469295,296734,28783.759550457,micro,22.800043481599,2005,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.001468048578,0.000725516844,0.000495848655,0.30245005551,303782,29198.3055253475,micro,25.325105068225,2006,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.000806141699,0.000236251365,0.000177478129,0.294708861925,311566,30352.7894232419,micro,26.981282785317,2007,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.000608150032,0.000479507367,0.000379603419,0.317892785222,317414,27798.616269756,micro,27.428398869637,2008,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.000972006707,0.000553384443,0.000371413929,0.286562411162,318499,24241.2253288189,micro,24.389678320706,2009,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.001493844884,0.000954949957,0.00071933035,0.261712940376,318041,24212.5902664247,micro,22.555393722526,2010,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.001232839623,0.000915095835,0.000741714081,0.268302644338,319014,24656.2209019846,micro,22.589497376992,2011,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.000335558173,0.000225299419,0.000151269831,0.267694246628,320716,24971.6578697206,micro,22.775958890618,2012,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.000470263443,0.000399752521,0.000339813949,0.254029149018,323764,25000.8357209854,micro,23.43249623507,2013,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.0,0.0,0.0,0.278004157259,327386,25442.5909585454,micro,24.195363403479,2014,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.000344901833,6.3875465e-05,1.182967e-05,0.267879714486,330815,26308.3978504573,micro,25.880377129523,2015,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.0,0.0,0.0,0.272411052733,335439,27692.8514779388,micro,27.653779509378,2016,national,national
ISL,income,EU-SILC,0,2003 - 2017,2.15,0.0,0.0,0.0,0.261315802332,343400,29205.5027914478,micro,29.410832923952,2017,national,national
ISR,income,HES-LIS,0,1979 - 2021,2.15,0.0,0.0,0.0,0.36329975762,3786000,7731.54664748878,micro,9.39867486106,1979,national,national
ISR,income,HES-LIS,0,1979 - 2021,2.15,0.002355004868,0.001184990639,0.000596263232,0.364905399468,4299000,9467.7327949409,micro,9.267335281869,1986,national,national
ISR,income,HES-LIS,0,1979 - 2021,2.15,0.002153272753,0.000401331763,7.4801106e-05,0.355072544297,5123000,11134.6836017161,micro,10.881342366108,1992,national,national
ISR,income,HES-LIS,0,1979 - 2021,2.15,0.002456083581,0.002067074566,0.001739679096,0.380971059985,5836000,13714.4613606936,micro,11.14840762082,1997,national,national
ISR,income,HES-LIS,0,1979 - 2021,2.15,0.002489777723,0.000459006753,8.4620887e-05,0.389476621111,6439000,15428.4053814552,micro,12.40752345725,2001,national,national
ISR,income,HES-LIS,0,1979 - 2021,2.15,0.004804253452,0.003048427818,0.002051246454,0.395594227054,6570000,15355.7927977195,micro,11.332376080166,2002,national,national
ISR,income,HES-LIS,0,1979 - 2021,2.15,0.004627058425,0.001870123795,0.00098087451,0.407225709991,6689700,15118.5655148017,micro,11.506715440863,2003,national,national
ISR,income,HES-LIS,0,1979 - 2021,2.15,0.004991388642,0.002774074287,0.001773922643,0.414563006573,6809000,15629.624232889,micro,11.937338546929,2004,national,national
ISR,income,HES-LIS,0,1979 - 2021,2.15,0.004833152929,0.003517285299,0.002655659661,0.422676225361,6930100,15883.1158249545,micro,12.216220397817,2005,national,national
ISR,income,HES-LIS,0,1979 - 2021,2.15,0.002249658059,0.0010800869,0.000518562235,0.415553223906,7053700,16411.791778296,micro,12.653384565478,2006,national,national
ISR,income,HES-LIS,0,1979 - 2021,2.15,0.004918123848,0.001917657935,0.0011207891,0.410986335891,7180100,17330.2817684128,micro,13.233049716359,2007,national,national
ISR,income,HES-LIS,0,1979 - 2021,2.15,0.004835079031,0.001847555675,0.000969849127,0.416426794095,7308800,17393.3948767153,micro,13.394970553223,2008,national,national
ISR,income,HES-LIS,0,1979 - 2021,2.15,0.004916277452,0.002057169733,0.001080802625,0.426339504802,7485600,17161.9576049718,micro,13.410748995585,2009,national,national
ISR,income,HES-LIS,0,1979 - 2021,2.15,0.004602039642,0.001652745603,0.001100847756,0.425594672551,7623600,17664.7616121277,micro,13.711357050532,2010,national,national
